comment_id,text,author,likes_count,published_at,updated_at,reply_count,is_reply,parent_id,video_id,source
UgzY0dDeSE6uPXpq5Tx4AaABAg,"Jelas keliatan banget, mash soal Asal Bapak Senang "" dia hanya melihat stunting, tapi yg keracunan di diamkan, semacam "" korban jdi tersangka, yg maling tetap Benar """,@Felix_Bro-e9j,68,2026-03-21T03:52:43Z,2026-03-21T03:52:43Z,10,False,,S4iey1sr1Cg,youtube
UgzY0dDeSE6uPXpq5Tx4AaABAg.AUaxsAK08atAUb0s0HP-H7,Padahal stunting hanya bisa di cegah dr kandungan sampai   batita 3 tahun,@DoraJarajakabw,8,2026-03-21T04:27:39Z,2026-03-21T04:27:39Z,0,True,UgzY0dDeSE6uPXpq5Tx4AaABAg,S4iey1sr1Cg,youtube
UgzY0dDeSE6uPXpq5Tx4AaABAg.AUaxsAK08atAUbQmS81sh3,"​@DoraJarajakabw betul. Lebih bener program jokowi dulu PMT untuk balita stunting, lewat kader posyandu jd yg diberi bisa tepat sasaran krn di posyandu akan tau mana anak stunting dan tdk. Yg masak kader posyandu ya tinggal diberi penyuluhan lg dan diawasi biar masaknya bener2 yg berkualitas.",@RatnaKurniasari-x9r,8,2026-03-21T08:14:05Z,2026-03-21T08:14:05Z,0,True,UgzY0dDeSE6uPXpq5Tx4AaABAg,S4iey1sr1Cg,youtube
UgzY0dDeSE6uPXpq5Tx4AaABAg.AUaxsAK08atAUezG219VSk,ttg keracunan dah dengar . tp dia blng cuma 0.0001% aja,@Nixie_Sebong,2,2026-03-22T17:21:49Z,2026-03-22T17:21:49Z,0,True,UgzY0dDeSE6uPXpq5Tx4AaABAg,S4iey1sr1Cg,youtube
UgzY0dDeSE6uPXpq5Tx4AaABAg.AUaxsAK08atAUg3Qb2BwdN,​@Nixie_Sebong0.0000001  itu tetap nyawa seseorang dari jumlah penduduk indonesia yg 280jt jiwa😅,@ekadewi-u1l,0,2026-03-23T03:26:12Z,2026-03-23T03:26:12Z,0,True,UgzY0dDeSE6uPXpq5Tx4AaABAg,S4iey1sr1Cg,youtube
UgzY0dDeSE6uPXpq5Tx4AaABAg.AUaxsAK08atAUhRcIfumqt,"Kata wowo 0.00000001% , yang lain berjaya , sumpah kata wowo",@JAWA_HAM,0,2026-03-23T16:16:53Z,2026-03-23T16:16:53Z,0,True,UgzY0dDeSE6uPXpq5Tx4AaABAg,S4iey1sr1Cg,youtube
UgzefmrWyuK-YxHiVLl4AaABAg,"Masalah Indonesia cuma korupsi, 

Kalo koruptor dihukum mati + dimiskinkan  insyaallah jadi negara MAJU",@numbak7854,66,2026-03-23T03:44:57Z,2026-03-23T03:44:57Z,15,False,,S4iey1sr1Cg,youtube
UgzefmrWyuK-YxHiVLl4AaABAg.AUg5_-anMvOAUgXeaLQPKF,Lah itu ada yang memberantas korupsi aja rakyat masih aja kurang..siapapun presidennya tetap aja di mata yang salah mah salah...😅,@BoboAnimation-jl8fs,0,2026-03-23T07:50:23Z,2026-03-23T07:50:23Z,0,True,UgzefmrWyuK-YxHiVLl4AaABAg,S4iey1sr1Cg,youtube
UgzefmrWyuK-YxHiVLl4AaABAg.AUg5_-anMvOAUgcXLcits0,"​@BoboAnimation-jl8fslhaa itu ada yang sudah ditangkap, malah boleh jadi tahanan rumah 😂",@hwarakadah5963,5,2026-03-23T08:41:41Z,2026-03-23T08:41:41Z,0,True,UgzefmrWyuK-YxHiVLl4AaABAg,S4iey1sr1Cg,youtube
UgzefmrWyuK-YxHiVLl4AaABAg.AUg5_-anMvOAUgdPIKaRHz,"@BoboAnimation-jl8fs ingat, KEPALA BUSUK MULAI DARI KEPALA. kepalanya saja melakukan hal yang sama, dan justru bergaul akrab. nonsen korupsi diberantas",@Raventha,0,2026-03-23T08:49:20Z,2026-03-23T08:49:20Z,0,True,UgzefmrWyuK-YxHiVLl4AaABAg,S4iey1sr1Cg,youtube
UgzefmrWyuK-YxHiVLl4AaABAg.AUg5_-anMvOAUgf0CeRNpb,"Koruptor di hukum mati di indonesia itu mustahil terjadil, ingat ya.. itu mustahil.",@SugiAnto-o2w,1,2026-03-23T09:03:23Z,2026-03-23T09:03:51Z,0,True,UgzefmrWyuK-YxHiVLl4AaABAg,S4iey1sr1Cg,youtube
UgzefmrWyuK-YxHiVLl4AaABAg.AUg5_-anMvOAUh85on2S_5,fokus kedepan di ring 1 semua pejabat awasi semua bawahannya terutama level tengah yg sangat mendominasi tidak ada mafia korupsi lagi disegala bidang.,@HanriSusanto,0,2026-03-23T13:26:17Z,2026-03-23T13:26:17Z,0,True,UgzefmrWyuK-YxHiVLl4AaABAg,S4iey1sr1Cg,youtube
UgyanEXSCSRhHJjfUst4AaABAg,Indonesia surganya pejabat maling😊😊😊,@bosjadul2022,256,2026-03-21T03:46:53Z,2026-03-21T03:46:53Z,27,False,,S4iey1sr1Cg,youtube
UgyanEXSCSRhHJjfUst4AaABAg.AUaxCLCLWLkAUcRE44TGJr,"Harus nya pemimpin tuh mendengar kan teriakan dan  jeritan hati rakyat nya. Ini malah dia tutup telinga. Ribuan protes tentang MBG, tetap gak di dengar. kirim aja tuh makan MBG di rumah Prabodoh semua nya. Biar dia gak stunting. Teriakan Rakyat agar dia keluar juga dari BOP malah dia berbelit belit cari alasan. Gua malu punya presiden yang jilat pantat Trump pnipu ulung.",@relaxingandcalmingmelody,0,2026-03-21T17:37:14Z,2026-03-21T17:37:53Z,0,True,UgyanEXSCSRhHJjfUst4AaABAg,S4iey1sr1Cg,youtube
UgyanEXSCSRhHJjfUst4AaABAg.AUaxCLCLWLkAUdbyCf38sy,Dukon,@muhtarhadiprayoga,1,2026-03-22T04:39:02Z,2026-03-22T04:39:02Z,0,True,UgyanEXSCSRhHJjfUst4AaABAg,S4iey1sr1Cg,youtube
UgyanEXSCSRhHJjfUst4AaABAg.AUaxCLCLWLkAUdmZbyqtqX,"ngga berbobot komentarnya, kalau miris sama negara sendiri at least apa yang bisa anda lakukan buat membuat negara kita jadi lebih baik? kritik yg membangun jangan cuman nyindir please ngga ngaruh juga buat mereka kalau anda hanya berkomentar seperti ituuu",@lianaameylia2233,2,2026-03-22T06:11:39Z,2026-03-22T06:11:39Z,0,True,UgyanEXSCSRhHJjfUst4AaABAg,S4iey1sr1Cg,youtube
UgyanEXSCSRhHJjfUst4AaABAg.AUaxCLCLWLkAUdq6uKDt3X,​@lianaameylia2233buat apa kasih gaji pejabat kalo kita rakyat yg bayar pajak disuruh kontribusi. Lawak kamu. Wkwkwkw,@PEJUANGKESATRIA,0,2026-03-22T06:42:41Z,2026-03-22T06:42:41Z,0,True,UgyanEXSCSRhHJjfUst4AaABAg,S4iey1sr1Cg,youtube
UgyanEXSCSRhHJjfUst4AaABAg.AUaxCLCLWLkAUdsefG0SXV,Salah satunya kau,@firmansyahping,1,2026-03-22T07:04:55Z,2026-03-22T07:04:55Z,0,True,UgyanEXSCSRhHJjfUst4AaABAg,S4iey1sr1Cg,youtube
UgxJwypGWbqiLeeZgtF4AaABAg,"Terimakasih Bapak Presiden Prabowo yg terhormat ,, 
Kami masyarakat Kepulauan Riau Khususnya Kabupaten Karimun sangat Senang dan Bangga dgn Program MBG bapak yg menyeluruh.. 
Brgitu juga masyarakat kurang mampu yg berada di daerah pulau2 sangat merasakan Manfaat MBG. 
Sekali Lagi Terimakasih Bapak Presiden Indonesia"" Bapak PRABOWO SUBIANTO
Saya Berharap dan Saya Yakin Program MBG ini akan Terus Berlanjut Pak🙏🏻
Salam Hormat Saya Dari Tanjung Balai Karimun Kabupaten Karimun",@NasmawiMawi-b8o,1,2026-03-23T03:36:32Z,2026-03-23T03:38:00Z,0,False,,S4iey1sr1Cg,youtube
Ugwcj9RoDktwDe6lyfN4AaABAg,"Coba keliling  Indonesia, kalo makan cicipin menu MBG biar bapak bisa ikut bergizi",@badabest9278,153,2026-03-21T06:31:28Z,2026-03-21T06:31:28Z,12,False,,S4iey1sr1Cg,youtube
Ugwcj9RoDktwDe6lyfN4AaABAg.AUbF1tEcNXcAUbJYx6q0Jk,Sidak dadakan coba😂,@Ceritapilem,6,2026-03-21T07:10:56Z,2026-03-21T07:10:56Z,0,True,Ugwcj9RoDktwDe6lyfN4AaABAg,S4iey1sr1Cg,youtube
Ugwcj9RoDktwDe6lyfN4AaABAg.AUbF1tEcNXcAUbVGOpienj,"​@Ceritapilem ini yg batu itu wowo nya, sebenarnya sudah tau apa yg terjafi sebenarnya
Tapi namanya juga batu ya tetap batu",@3aries814,11,2026-03-21T08:53:16Z,2026-03-21T08:53:16Z,0,True,Ugwcj9RoDktwDe6lyfN4AaABAg,S4iey1sr1Cg,youtube
Ugwcj9RoDktwDe6lyfN4AaABAg.AUbF1tEcNXcAUbdWwA_rSx,Kalau perlu gemoy sama menterinya tiap hari makanan utamanya  mbg.. 😂,@anlichandra,1,2026-03-21T10:14:10Z,2026-03-21T10:14:10Z,0,True,Ugwcj9RoDktwDe6lyfN4AaABAg,S4iey1sr1Cg,youtube
Ugwcj9RoDktwDe6lyfN4AaABAg.AUbF1tEcNXcAUefQBBWBJe,Dia tahunya MBG nya bagus .. ialah dia mau datang kasih aba2 dulu .. jelas di persiapkan yg terbaik,@JoeAwal,2,2026-03-22T14:28:27Z,2026-03-22T14:28:27Z,0,True,Ugwcj9RoDktwDe6lyfN4AaABAg,S4iey1sr1Cg,youtube
Ugwcj9RoDktwDe6lyfN4AaABAg.AUbF1tEcNXcAUfRv_v_jjc,"Jaman internet harusnya tidak perlu sidak manual loh. 
Banyak murid dan ortu yang upload di internet harusnya dia tau 😂",@JDtrain1,3,2026-03-22T21:41:02Z,2026-03-22T21:41:02Z,0,True,Ugwcj9RoDktwDe6lyfN4AaABAg,S4iey1sr1Cg,youtube
Ugy9VXQ_TTaCU0D2KAN4AaABAg,"Saya anggap presiden saat ini mirip odgj

Tak mau berbenah, tak bisa melihat realita. Tak bisa membuat nkri maju. Malah mundur",@subarnobarno7752,70,2026-03-21T04:32:11Z,2026-03-21T04:32:11Z,4,False,,S4iey1sr1Cg,youtube
Ugy9VXQ_TTaCU0D2KAN4AaABAg.AUb1OCUDzk5AUc26XlzRyi,Memang mengarah ke situ. Tuli dan dungu untuk kritikan yang membangun tapi senang dengan penjilatnya,@bimanovianto9542,4,2026-03-21T13:57:45Z,2026-03-21T13:57:45Z,0,True,Ugy9VXQ_TTaCU0D2KAN4AaABAg,S4iey1sr1Cg,youtube
Ugy9VXQ_TTaCU0D2KAN4AaABAg.AUb1OCUDzk5AUc93z29A8J,NPD,@apaajadeh3789,2,2026-03-21T14:58:34Z,2026-03-21T14:58:34Z,0,True,Ugy9VXQ_TTaCU0D2KAN4AaABAg,S4iey1sr1Cg,youtube
Ugy9VXQ_TTaCU0D2KAN4AaABAg.AUb1OCUDzk5AUdDaKrdVFH,"Ini namanya politik balas budi bagi pendukungnya,, makanya tutup mata tutup hati tutup telinga yg penting dia aman",@kopiitem4458,3,2026-03-22T00:57:19Z,2026-03-22T00:57:19Z,0,True,Ugy9VXQ_TTaCU0D2KAN4AaABAg,S4iey1sr1Cg,youtube
Ugy9VXQ_TTaCU0D2KAN4AaABAg.AUb1OCUDzk5AUdSq8ZuA2X,"​@kopiitem4458 ya, dan memanfaatkan  MBG dg sekian ribu SPPG yg direkrutnya untuk 2029.",@MarchMoon-x1s,1,2026-03-22T03:10:33Z,2026-03-22T03:10:33Z,0,True,Ugy9VXQ_TTaCU0D2KAN4AaABAg,S4iey1sr1Cg,youtube
Ugy6z3ExmU_hJRh17E94AaABAg,"Niat presiden baik.... 
V pelaksana di lapangan yg bikin gereget",@aababdullah4195,35,2026-03-21T10:44:52Z,2026-03-21T10:44:52Z,4,False,,S4iey1sr1Cg,youtube
Ugy6z3ExmU_hJRh17E94AaABAg.AUbh1jmfALDAUdsxzU6BHV,"yg ga bener pasti ditindak, lihat saja sidak dari BGN sdh jelas ya",@firmansyahping,0,2026-03-22T07:07:33Z,2026-03-22T07:07:33Z,0,True,Ugy6z3ExmU_hJRh17E94AaABAg,S4iey1sr1Cg,youtube
Ugy6z3ExmU_hJRh17E94AaABAg.AUbh1jmfALDAUeH5wpVSpK,"Harusnya engg semunya dapat mbg lagi yg punya dapur juga d duga anggota DPR,partai ,anggota TNI,polisi dan pejabat-pejabat lainnya",@ifmulyana6088,1,2026-03-22T10:47:13Z,2026-03-22T10:47:13Z,0,True,Ugy6z3ExmU_hJRh17E94AaABAg,S4iey1sr1Cg,youtube
Ugy6z3ExmU_hJRh17E94AaABAg.AUbh1jmfALDAUecHjlHgC3,Kyk y bln ini lg bnyk sidak,@kamsahgabus2553,0,2026-03-22T14:01:04Z,2026-03-22T14:01:04Z,0,True,Ugy6z3ExmU_hJRh17E94AaABAg,S4iey1sr1Cg,youtube
Ugy6z3ExmU_hJRh17E94AaABAg.AUbh1jmfALDAUecX13LM_m,orang2 suruhan nya itu yg jahat tamak dan tidak amanah,@ramdaniandroid6856,0,2026-03-22T14:03:10Z,2026-03-22T14:03:10Z,0,True,Ugy6z3ExmU_hJRh17E94AaABAg,S4iey1sr1Cg,youtube
UgzTte4ldG1Tct8YDCF4AaABAg,"Trimakasih pak PRABOWO dengan adanya  program MBG ini kita bisa memperbaiki ekonomi  keluarga dan mengurangi angka pengangguran di daerah sekitar, semoga Mbg ini berjalan lancar dan semoga niat baik bpk  prabowo untuk memenuhi gizi anak-anak bangsa terkabul, dan bpk di berikan kesehatan, panjang umur, rezeki yg banyak Aamin🤲🤲",@aliyuni2334,0,2026-03-23T03:19:18Z,2026-03-23T03:19:18Z,0,False,,S4iey1sr1Cg,youtube
Ugw1TEMR0AOi_zZ36894AaABAg,"Harus liat realitas di lapangan Pak 😂
Yang bener di MBG cuma sedikit, sisanya ya korupsi berjamaah",@syariefhaekal9805,272,2026-03-21T07:15:28Z,2026-03-21T07:15:28Z,64,False,,S4iey1sr1Cg,youtube
Ugw1TEMR0AOi_zZ36894AaABAg.AUbK471dAe2AUc4rKOKAqM,"Boomer susah di debat bang ,batu",@draa51,2,2026-03-21T14:21:45Z,2026-03-21T14:21:45Z,0,True,Ugw1TEMR0AOi_zZ36894AaABAg,S4iey1sr1Cg,youtube
Ugw1TEMR0AOi_zZ36894AaABAg.AUbK471dAe2AUcN6ebr2Pj,"Ya tinggal laporkan kan..kmaren saya laporkan di kampung saya, skarang sudah di tutup . Mereka jg takut kalo di tutup. Investasinya lebih 2 milyar. Yg penting pengawasan dr masyarakat di libatkan spr apa kata Bowo.",@TopaTopa-i9i,9,2026-03-21T17:01:16Z,2026-03-21T17:01:16Z,0,True,Ugw1TEMR0AOi_zZ36894AaABAg,S4iey1sr1Cg,youtube
Ugw1TEMR0AOi_zZ36894AaABAg.AUbK471dAe2AUcO3iYudnP,Jgn cuma omon omon lu bung. Laporkan klo ada yg korupsi,@anakkariango1608,4,2026-03-21T17:09:36Z,2026-03-21T17:09:36Z,0,True,Ugw1TEMR0AOi_zZ36894AaABAg,S4iey1sr1Cg,youtube
Ugw1TEMR0AOi_zZ36894AaABAg.AUbK471dAe2AUccd6mUGnK,​@anakkariango1608cara lapor korupsi kemana. Bang ?,@mozixzer3531,3,2026-03-21T19:25:39Z,2026-03-21T19:25:39Z,0,True,Ugw1TEMR0AOi_zZ36894AaABAg,S4iey1sr1Cg,youtube
Ugw1TEMR0AOi_zZ36894AaABAg.AUbK471dAe2AUcciiV3MBi,​@anakkariango1608kasih link umtuk lapor bang,@mozixzer3531,1,2026-03-21T19:26:25Z,2026-03-21T19:26:25Z,0,True,Ugw1TEMR0AOi_zZ36894AaABAg,S4iey1sr1Cg,youtube
UgwVPMQmFO_5KWezqNt4AaABAg,Keras kepala sumpah,@Rio-m2p8k,264,2026-03-21T07:15:27Z,2026-03-21T07:15:27Z,66,False,,S4iey1sr1Cg,youtube
UgwVPMQmFO_5KWezqNt4AaABAg.AUbK3wcbCl6AUbTqceOn_Z,maka nya gagal terus......,@lopesization,13,2026-03-21T08:40:52Z,2026-03-21T08:40:52Z,0,True,UgwVPMQmFO_5KWezqNt4AaABAg,S4iey1sr1Cg,youtube
UgwVPMQmFO_5KWezqNt4AaABAg.AUbK3wcbCl6AUc2-VxQPyU,Dan tuli dengan suara rakyat 😂 tapi senang dengan suara penjilatnya,@bimanovianto9542,37,2026-03-21T13:56:48Z,2026-03-21T13:56:48Z,0,True,UgwVPMQmFO_5KWezqNt4AaABAg,S4iey1sr1Cg,youtube
UgwVPMQmFO_5KWezqNt4AaABAg.AUbK3wcbCl6AUdNX67725r,"Program bagus yang mulia bapak presiden doa selalu diberi kesehatan, pelaksanaanya banyak yang harus di evaluasi,",@RyanFerdian-i8u,8,2026-03-22T02:24:07Z,2026-03-22T02:24:07Z,0,True,UgwVPMQmFO_5KWezqNt4AaABAg,S4iey1sr1Cg,youtube
UgwVPMQmFO_5KWezqNt4AaABAg.AUbK3wcbCl6AUdTe-0XEFX,"​​@RyanFerdian-i8uprogramnya bagus, tp belum saatnya diterapkan dg sikon ekonomi negara ini. Gratisnya dr mana kalau duit yg dipakai itu duit APBN, duit rakyat. 
Bahkan memangkas anggaran dr hampir semua  departemen. 
Yg membuat wowo terjungkal dr posisinya kelak adalah krn sifatnya yg anti kritik, tidak mengerti apa yg sebenarnya diinginkan  rakyat, dan ambisinya untuk jd tokoh dunia tp mengabaikan masalah2 urgent untuk ditangani  dlm negerinya sendiri.",@MarchMoon-x1s,20,2026-03-22T03:17:38Z,2026-03-22T03:26:14Z,0,True,UgwVPMQmFO_5KWezqNt4AaABAg,S4iey1sr1Cg,youtube
UgwVPMQmFO_5KWezqNt4AaABAg.AUbK3wcbCl6AUeG2dCwR0l,​@MarchMoon-x1sbagus dong dripada duit pajak di pake rapat gajelas mending makan buat anak anak,@rizqimiftahudin5442,6,2026-03-22T10:38:02Z,2026-03-22T10:38:02Z,0,True,UgwVPMQmFO_5KWezqNt4AaABAg,S4iey1sr1Cg,youtube
Ugwwq2wPHmCty0uIOSF4AaABAg,Rizal Mallarangeng sampai garuk2 kepala....😁,@herisonbatuwael3120,50,2026-03-21T05:56:59Z,2026-03-21T05:56:59Z,10,False,,S4iey1sr1Cg,youtube
Ugwwq2wPHmCty0uIOSF4AaABAg.AUbB5KfyKFtAUfcU7Trv0P,"Jangan dipaksa rakyat untuk kudeta, INFRASTRUKTUR BOSS, EKONOMI SULIT JALAN RUSAK. RAKYAT BUTUH BLT BUKAN MBG😢",@unitedbyron6554,4,2026-03-22T23:22:01Z,2026-03-22T23:22:01Z,0,True,Ugwwq2wPHmCty0uIOSF4AaABAg,S4iey1sr1Cg,youtube
Ugwwq2wPHmCty0uIOSF4AaABAg.AUbB5KfyKFtAUfubzbi7Bj,​@unitedbyron6554masalah jlnn tu daerah bos.. gmn gubernur dan bupatimu masih da pa gak.. daerah py anggaran buat jln klo di pake y bisa bagus smua jln.. klo sampe jlnny byk jelek brrt gubernur sama bupati gak kerja,@BustanulArifin-kr9io,0,2026-03-23T02:00:30Z,2026-03-23T02:00:30Z,0,True,Ugwwq2wPHmCty0uIOSF4AaABAg,S4iey1sr1Cg,youtube
Ugwwq2wPHmCty0uIOSF4AaABAg.AUbB5KfyKFtAUfvNSrR_F7,"Bapak bapak disini komentarnya banyak negatif, mungkin anda2 tinggal didaerah perkotaan, coba bapak ibu turun didaerah kami, daerah kepulauan terpencil, sangat bermanfaat, disini banyak orang yang hiduk dibawah ekonomi menengah kebawah, mereka sangat merasakan manfaat dari program MBG ini,",@HadiHadi-z8s,0,2026-03-23T02:07:07Z,2026-03-23T02:07:07Z,0,True,Ugwwq2wPHmCty0uIOSF4AaABAg,S4iey1sr1Cg,youtube
Ugwwq2wPHmCty0uIOSF4AaABAg.AUbB5KfyKFtAUfw-Vz-u4c,"​@HadiHadi-z8smasak mau dikasih ""umpan"" terus ? Minta ""pancing"" nya dong! Kalo gak kapan naik kelasnya.",@Neutral71,4,2026-03-23T02:12:35Z,2026-03-23T02:12:35Z,0,True,Ugwwq2wPHmCty0uIOSF4AaABAg,S4iey1sr1Cg,youtube
Ugwwq2wPHmCty0uIOSF4AaABAg.AUbB5KfyKFtAUhDQgBnwgq,​@Neutral71mana paham dia dg komentar anda,@EfendiPepen-d3v,0,2026-03-23T14:12:50Z,2026-03-23T14:12:50Z,0,True,Ugwwq2wPHmCty0uIOSF4AaABAg,S4iey1sr1Cg,youtube
UgxCB0UEDkrHh4qtfw54AaABAg,"Assalamu'alaikum Bpk presiden kita, saya sebagai rakyat mendukung & setuju apa misi visi Bpk untuk memberi makanan bergizi dan mengankat derajat Bangsa Indonesia di mata dunia jagan peduli dan dengar ocehan orang yg ngk punya prinsib anggap itu goda an setan. Terimakasih Bpk persiden dah lihat koment saya sebagai rakyt Indonesia",@ZarNita-l3k1h,0,2026-03-24T08:36:39Z,2026-03-24T08:39:31Z,0,False,,S4iey1sr1Cg,youtube
UgyjRKoX3BVuI_AQxvR4AaABAg,"Masalahnya efek domino dari MBG itu sangat besar Pak Presiden, harga bahan-bahan pokok pada naik.",@tyochicken5067,36,2026-03-21T04:50:23Z,2026-03-21T04:50:23Z,4,False,,S4iey1sr1Cg,youtube
UgyjRKoX3BVuI_AQxvR4AaABAg.AUb3TUtnQOpAUe510fkLAe,"Bahan baku pangan laku salah, bahan pangan tidak laku salah,sebetulnya anda waras apa tidak  ?

Dgn adanya MBG
beras
Ayam
Telor
Sayur mayur
Buah buahan
Susu
Semua laku, belum dari sisi penyerapan tenaga kerjanya

Saya rasa program ini (MBG) sangat bagus dan bermanfaat...

lanjutkan pak Probowo... banyak lawan politik bpk yg selalu nyinyir dgn program unggulan bpk..tetap maju pak demi anak bangsa..",@yunayun592,0,2026-03-22T09:01:42Z,2026-03-22T09:01:42Z,0,True,UgyjRKoX3BVuI_AQxvR4AaABAg,S4iey1sr1Cg,youtube
UgyjRKoX3BVuI_AQxvR4AaABAg.AUb3TUtnQOpAUe5HqkiKxV,"Di awal harga naik karena masih ada ketidakseimbangan antara demand & supply, justru karena ada demand meningkat, akan mendorong adanya potensi usaha baru utk menciptakan supply, ketika supply bisa meningkat, maka akan tercipta harga ekuilibrium baru... Dan kondisi mjd kembali stabil, tanpa ada dorongan kebutuhan demand, maka Indonesia blm tentu mampu utk swasembada karena terlena dengan banyaknya supply, cb ingat dl petani banyak yg membuang hasil tani nya dan hasil kebun nya karena tdk laku, skrg, cb liat mana ada petani yg tdk mampu mendapat harga terbaik dr pasar. Semua kemajuan butuh proses utk jatuh, jangan hanya terjebak dalam kondisi nyaman yg mana sbnrnya itu tdk akan mendorong apapun",@faqnazh,2,2026-03-22T09:04:00Z,2026-03-22T09:04:00Z,0,True,UgyjRKoX3BVuI_AQxvR4AaABAg,S4iey1sr1Cg,youtube
UgyjRKoX3BVuI_AQxvR4AaABAg.AUb3TUtnQOpAUeGXTDObgw,"​@yunayun592betul sekali sekarang hasil tani hasil ternak semua bisa laku terjual gaada lagi petani/peternak yg buang2in sayur, telur, dll, perputaran ekonomi yg luar biasa dari program  MBG ini",@irfangunawan7723,0,2026-03-22T10:42:15Z,2026-03-22T10:42:15Z,0,True,UgyjRKoX3BVuI_AQxvR4AaABAg,S4iey1sr1Cg,youtube
UgyjRKoX3BVuI_AQxvR4AaABAg.AUb3TUtnQOpAUeJHH0pb0u,​@yunayun592emang sebelum mbg gak laku?,@IskandarDewi-i7v,0,2026-03-22T11:06:15Z,2026-03-22T11:06:15Z,0,True,UgyjRKoX3BVuI_AQxvR4AaABAg,S4iey1sr1Cg,youtube
UgzRppJDMG1xOxFXrT14AaABAg,Drpd uangnya dikorupsi oleh orang lain mending dimakan bersama orang2 saya😅🤣,@denkz6737,121,2026-03-21T04:14:16Z,2026-03-21T04:14:16Z,23,False,,S4iey1sr1Cg,youtube
UgzRppJDMG1xOxFXrT14AaABAg.AUb-KzTFkL-AUbIXaD4f_W,Ini bru masuk akal,@LukasCristian-e6d,10,2026-03-21T07:02:01Z,2026-03-21T07:02:01Z,0,True,UgzRppJDMG1xOxFXrT14AaABAg,S4iey1sr1Cg,youtube
UgzRppJDMG1xOxFXrT14AaABAg.AUb-KzTFkL-AUbfMoRHSuL,😂😂😅,@sutoyopiala3989,1,2026-03-21T10:30:16Z,2026-03-21T10:30:16Z,0,True,UgzRppJDMG1xOxFXrT14AaABAg,S4iey1sr1Cg,youtube
UgzRppJDMG1xOxFXrT14AaABAg.AUb-KzTFkL-AUbq9jmwKKD,Ini baru komen suhu,@only_one255,3,2026-03-21T12:04:36Z,2026-03-21T12:04:36Z,0,True,UgzRppJDMG1xOxFXrT14AaABAg,S4iey1sr1Cg,youtube
UgzRppJDMG1xOxFXrT14AaABAg.AUb-KzTFkL-AUc-qNBf3wu,nahhhh...kena....wkwkwk,@jackone3389,2,2026-03-21T13:37:56Z,2026-03-21T13:37:56Z,0,True,UgzRppJDMG1xOxFXrT14AaABAg,S4iey1sr1Cg,youtube
UgzRppJDMG1xOxFXrT14AaABAg.AUb-KzTFkL-AUc0qUt7lgr,Pak Mardigu sebenarnya udh mau kritis tapi gak berani jadi memilih diam saja 😀😀😀,@piensoniiano6120,1,2026-03-21T13:46:41Z,2026-03-21T13:46:41Z,0,True,UgzRppJDMG1xOxFXrT14AaABAg,S4iey1sr1Cg,youtube
UgxN183VApgY54VISMd4AaABAg,Anda membantu kesejahteraan semua tim mbg pak,@BaksoMarsPloncing22,94,2026-03-23T02:29:27Z,2026-03-23T02:29:27Z,48,False,,S4iey1sr1Cg,youtube
UgxN183VApgY54VISMd4AaABAg.AUfxw0dQwzpAUg5MKPlgUc,​@Senyum30621memang itu nyata Lo kak,@BaksoMarsPloncing22,2,2026-03-23T03:43:05Z,2026-03-23T03:43:05Z,0,True,UgxN183VApgY54VISMd4AaABAg,S4iey1sr1Cg,youtube
UgxN183VApgY54VISMd4AaABAg.AUfxw0dQwzpAUgIv5umf9M,"salah... para petani dan peternak juga mendpt untung krn produk mereka laku, dan juga menyerap byk tenaga kerja.. yg kalian pikir kn hati kalian sakit krn da yg untung byk to.. klo anda merasa mampu daftar ja buat sppg.. cuma buat gedung, alat dapur, peralatan mknn  dan juga nalangi uang mkn mkn buat beberapa minggu dulu mgkn modal 1- 3 milyar cukup buat modal...",@BustanulArifin-kr9io,0,2026-03-23T05:41:34Z,2026-03-23T05:41:34Z,0,True,UgxN183VApgY54VISMd4AaABAg,S4iey1sr1Cg,youtube
UgxN183VApgY54VISMd4AaABAg.AUfxw0dQwzpAUgIvah_PGa,"​@Senyum30621 Kan ada BPK, KPK dan Tim Audit lainnya. Kalau beli Iphone, mobil dan lain2 karena memang dia org berada, salahnya dmn..?",@elroy2354,0,2026-03-23T05:41:38Z,2026-03-23T05:41:38Z,0,True,UgxN183VApgY54VISMd4AaABAg,S4iey1sr1Cg,youtube
UgxN183VApgY54VISMd4AaABAg.AUfxw0dQwzpAUgJg2Hl3gM,​@BustanulArifin-kr9iobanyak dari sekitar menyerap apa pikirkan nasip pedagang kecil yg setiap pagi bangun kliling sekolah anda mendekat dan liat apa yg anda tahu dan bercerita lah,@BaksoMarsPloncing22,1,2026-03-23T05:48:15Z,2026-03-23T05:48:15Z,0,True,UgxN183VApgY54VISMd4AaABAg,S4iey1sr1Cg,youtube
UgxN183VApgY54VISMd4AaABAg.AUfxw0dQwzpAUgNrIfFO8O,​@elroy2354menjadi salah jika dapur mbg yang ia kelola tidak memberikan manfaat gizi bagi adek adek kita seperti apa yang di inginkan presiden,@HendraJoe-u3z,1,2026-03-23T06:24:44Z,2026-03-23T06:24:44Z,0,True,UgxN183VApgY54VISMd4AaABAg,S4iey1sr1Cg,youtube
